timestamp,tipPressure,tipUpperRange,tipLowerRange,fingerPressure,fingerUpperRange,fingerLowerRange,angle,writtingSpeed,accX,accY,accZ,gyroX,gyroY,gyroZ
8897,0,170,30,0,170,30,34,32,-0.614208996295929,-0.22267578542232513,-0.8584277629852295,5.057786464691162,-14.749923706054688,12.844428062438965
8898,2,170,30,2,170,30,32,50,-0.718945324420929,-0.19630859792232513,-0.7610156536102295,10.111221313476562,-21.742290496826172,18.630687713623047
8899,58,170,30,12,170,30,33,23,-0.700878918170929,-0.18751953542232513,-0.8030078411102295,19.05778694152832,-2.475114583969116,1.7451908588409424
8900,110,170,30,29,170,30,34,43,-0.729443371295929,-0.13795898854732513,-0.8227832317352295,25.729541778564453,-9.162137031555176,-8.819694519042969
8901,150,170,30,51,170,30,34,24,-0.726757824420929,-0.21168945729732513,-0.5491015911102295,13.042519569396973,-4.994198322296143,-6.69755744934082
8902,172,170,30,71,170,30,35,11,-0.692822277545929,-0.31203123927116394,-0.5447070598602295,9.653205871582031,-0.35297709703445435,-1.3387786149978638
8903,191,170,30,92,170,30,35,26,-0.719677746295929,-0.29298827052116394,-0.7268359661102295,15.866947174072266,-4.368244171142578,-5.964732646942139
8904,205,170,30,106,170,30,35,72,-0.730664074420929,-0.42848631739616394,-0.6045215129852295,36.88984680175781,-18.994199752807617,-16.132671356201172
8905,205,170,30,112,170,30,35,20,-0.713818371295929,-0.44826170802116394,-0.5737597942352295,15.134122848510742,-2.0781679153442383,-3.0181679725646973
8906,200,170,30,111,170,30,36,15,-0.717724621295929,-0.43727537989616394,-0.5464160442352295,13.683740615844727,-1.6812212467193604,0.478015273809433
8907,196,170,30,106,170,30,38,3,-0.719189465045929,-0.47511717677116394,-0.5593554973602295,-1.9345800876617432,-0.4598473906517029,1.0581679344177246
8908,148,170,30,87,170,30,39,103,-0.707226574420929,-0.5881543159484863,-0.3696582019329071,-57.40022659301758,28.73099136352539,17.653587341308594
8909,49,170,30,43,170,30,43,60,-0.626416027545929,-0.5393261909484863,-0.6816699504852295,14.70664119720459,25.402748107910156,-20.209007263183594
8915,0,170,30,5,170,30,37,7,-0.716015636920929,-0.44582030177116394,-0.6133105754852295,-0.1635878086090088,-6.123969554901123,-1.3540458679199219
8916,0,170,30,9,170,30,37,14,-0.701611340045929,-0.46242186427116394,-0.5971972942352295,-5.2780914306640625,-6.8567938804626465,1.8978625535964966
8917,0,170,30,12,170,30,37,12,-0.703076183795929,-0.45680662989616394,-0.6054980754852295,-2.4994657039642334,-6.291908264160156,3.684122085571289
8918,0,170,30,14,170,30,38,17,-0.716748058795929,-0.45021483302116394,-0.5947558879852295,-4.835343360900879,-6.978931427001953,5.790992259979248
8919,5,170,30,15,170,30,38,23,-0.748730480670929,-0.38405272364616394,-0.5940234661102295,4.157022953033447,-9.436946868896484,10.126871109008789
8920,37,170,30,19,170,30,39,38,-0.726025402545929,-0.38209959864616394,-0.6579883098602295,34.92038345336914,-1.7880916595458984,1.684122085571289
8921,74,170,30,36,170,30,40,17,-0.750195324420929,-0.5080761909484863,-0.5139453411102295,12.569236755371094,-0.09343510866165161,5.332977294921875
8922,101,170,30,55,170,30,41,33,-0.762646496295929,-0.5522656440734863,-0.5354297161102295,26.93564796447754,-4.688854694366455,2.1268701553344727
8923,120,170,30,77,170,30,41,44,-0.808789074420929,-0.49098631739616394,-0.4875781238079071,28.523433685302734,-11.131603240966797,5.01236629486084
8924,126,170,30,99,170,30,42,38,-0.790234386920929,-0.48463866114616394,-0.4170214831829071,28.5387020111084,-5.559083938598633,4.554351329803467
8925,129,170,30,118,170,30,43,22,-0.719189465045929,-0.48439452052116394,-0.3801562488079071,18.55396842956543,-3.238473415374756,0.9054961800575256
8926,128,170,30,136,170,30,43,32,-0.827343761920929,-0.6460156440734863,-0.4438769519329071,22.340229034423828,-8.032366752624512,1.8520610332489014
8927,125,170,30,158,170,30,44,30,-0.783886730670929,-0.5437207221984863,-0.3449999988079071,23.240991592407227,-5.665954113006592,1.8215266466140747
8928,123,170,30,185,170,30,45,14,-0.784863293170929,-0.6108593940734863,-0.2827441394329071,8.248625755310059,-3.269007682800293,-3.3235113620758057
8929,104,170,30,194,170,30,46,42,-0.801220715045929,-0.5783886909484863,-0.2912890613079071,-32.362060546875,1.9676334857940674,-8.010534286499023
8931,34,170,30,107,170,30,49,157,-0.47504884004592896,-0.9663281440734863,-0.4087207019329071,-71.59870147705078,21.555418014526367,-63.888397216796875
8932,13,170,30,48,170,30,46,240,-0.700878918170929,-0.5212597846984863,-0.6784961223602295,-127.58343505859375,-61.162139892578125,-51.91893005371094
8933,4,170,30,34,170,30,42,35,-0.575146496295929,-0.7319531440734863,-0.5283496379852295,3.5463359355926514,-19.803359985351562,12.447481155395508
8934,0,170,30,36,170,30,41,35,-0.753613293170929,-0.44997069239616394,-0.5588672161102295,0.32496190071105957,3.8149619102478027,31.317710876464844
8935,0,170,30,51,170,30,41,54,-0.716259777545929,-0.48537108302116394,-0.5498340129852295,22.5387020111084,-13.299541473388672,18.371145248413086
8936,0,170,30,73,170,30,40,34,-0.746289074420929,-0.5127148628234863,-0.5119922161102295,4.630305290222168,-19.956031799316406,10.294809341430664
8937,0,170,30,93,170,30,41,21,-0.793164074420929,-0.42458006739616394,-0.4783007800579071,14.370763778686523,-2.7804579734802246,4.554351329803467
8938,0,170,30,109,170,30,42,25,-0.780712902545929,-0.5097851753234863,-0.4258105456829071,5.0425190925598145,-9.711755752563477,11.07343578338623
8939,0,170,30,122,170,30,43,20,-0.781445324420929,-0.5124707221984863,-0.4077441394329071,6.920381546020508,-2.368244171142578,11.699389457702637
8940,3,170,30,134,170,30,45,18,-0.806835949420929,-0.45436522364616394,-0.4321582019329071,4.5081682205200195,7.326412200927734,7.0276336669921875
8941,26,170,30,138,170,30,47,15,-0.795849621295929,-0.48903319239616394,-0.4004199206829071,0.1417558193206787,12.257709503173828,3.073435068130493
8942,67,170,30,133,170,30,48,14,-0.771191418170929,-0.45729491114616394,-0.3813769519329071,-2.3162596225738525,6.257709980010986,-6.361679553985596
8943,106,170,30,118,170,30,49,11,-0.807080090045929,-0.43971678614616394,-0.5019824504852295,-6.392595291137695,2.3493130207061768,-2.5754199028015137
8944,136,170,30,101,170,30,49,11,-0.760937511920929,-0.42213866114616394,-0.4114062488079071,-5.461297035217285,-1.6506869792938232,-4.544885635375977
8945,153,170,30,93,170,30,49,12,-0.747998058795929,-0.37575194239616394,-0.5278613567352295,-5.430763244628906,1.234809160232544,-5.6899237632751465
8946,158,170,30,88,170,30,49,20,-0.762646496295929,-0.41017577052116394,-0.5627734661102295,-0.4383969306945801,-11.02473258972168,-9.50671672821045
8947,161,170,30,91,170,30,48,37,-0.704785168170929,-0.27907225489616394,-0.7141406536102295,0.15702295303344727,-18.62778663635254,-18.89603042602539
