timestamp,tipPressure,tipUpperRange,tipLowerRange,fingerPressure,fingerUpperRange,fingerLowerRange,angle,writtingSpeed,accX,accY,accZ,gyroX,gyroY,gyroZ
2747,0,170,30,213,170,30,45,36,-0.7914453148841858,-0.018857423216104507,-0.7068945169448853,-22.0560302734375,11.093587875366211,-3.478931188583374
2748,0,170,30,127,170,30,48,151,-0.6903710961341858,-0.1477636694908142,-0.7835546731948853,-112.42243957519531,37.765342712402344,-1.0361831188201904
2749,0,170,30,57,170,30,48,135,-0.6102929711341858,0.1779199242591858,-0.7610937356948853,-75.2163314819336,26.5134334564209,33.559234619140625
2750,0,170,30,23,170,30,48,72,-0.5079980492591858,0.3473535180091858,-0.7503515481948853,-34.80412292480469,17.59740447998047,20.139389038085938
2751,0,170,30,4,170,30,45,221,-0.6220117211341858,0.3214746117591858,-0.7513281106948853,156.11190795898438,-13.013282775878906,-52.56290054321289
2752,0,170,30,0,170,30,45,33,-0.4984765648841858,0.4276757836341858,-0.9114843606948853,-23.338472366333008,-6.020915985107422,4.627938747406006
2753,0,170,30,0,170,30,42,248,-0.6378808617591858,0.1974511742591858,-0.7723242044448853,-200.25450134277344,3.017251968383789,45.4828987121582
2754,0,170,30,0,170,30,41,198,-0.6398339867591858,0.2611718773841858,-0.5904394388198853,-181.7048797607422,-12.280458450317383,-4.807175636291504
2755,0,170,30,0,170,30,39,148,-0.6261621117591858,0.5924707055091858,-0.6551367044448853,115.8981704711914,-4.738473415374756,-27.830078125
2756,0,170,30,0,170,30,37,172,-0.6115136742591858,0.2846093773841858,-0.7796484231948853,142.18824768066406,-5.36442756652832,-25.06671905517578
2757,0,170,30,0,170,30,35,209,-0.6664453148841858,0.1561914086341858,-0.7405859231948853,155.5928192138672,-44.24992370605469,9.162290573120117
2758,0,170,30,13,170,30,34,157,-0.6705957055091858,-0.0071386732161045074,-0.6795507669448853,100.90579986572266,-24.433130264282227,32.64320373535156
2759,0,170,30,47,170,30,34,47,-0.7116113305091858,-0.06451171636581421,-0.7462011575698853,42.8294677734375,-1.837709903717041,-2.440763235092163
2760,0,170,30,71,170,30,35,31,-0.7426171898841858,-0.08990234136581421,-0.7066503763198853,-22.666717529296875,6.192824363708496,2.6432061195373535
