timestamp,tipPressure,tipUpperRange,tipLowerRange,fingerPressure,fingerUpperRange,fingerLowerRange,angle,writtingSpeed,accX,accY,accZ,gyroX,gyroY,gyroZ
48265,0,170,30,48,170,30,35,26,-0.6576562523841858,-0.1292089819908142,-0.8143163919448853,-11.704885482788086,-8.448396682739258,6.673740386962891
48266,0,170,30,49,170,30,36,23,-0.7333398461341858,-0.018613282591104507,-0.7447363138198853,3.5317559242248535,5.566870212554932,14.811144828796387
48267,0,170,30,52,170,30,37,12,-0.6520410180091858,-0.06915038824081421,-0.8204199075698853,-4.422442436218262,-1.8682444095611572,6.582137584686279
48268,0,170,30,54,170,30,38,11,-0.6908593773841858,-0.03936523571610451,-0.7911230325698853,5.104274749755859,1.337862491607666,4.8569464683532715
48269,0,170,30,55,170,30,38,10,-0.6769433617591858,-0.04278320446610451,-0.8013769388198853,0.8447328209877014,-3.8835113048553467,5.421832084655762
48270,0,170,30,57,170,30,38,7,-0.6896386742591858,-0.04400390759110451,-0.7855077981948853,-0.48351144790649414,-3.2117557525634766,3.452366352081299
48271,0,170,30,59,170,30,39,4,-0.7103906273841858,-0.03472656384110451,-0.7711035013198853,-1.0636640787124634,0.9103816151618958,2.8874809741973877
48272,0,170,30,60,170,30,39,3,-0.7013574242591858,-0.020078126341104507,-0.8013769388198853,-2.0102291107177734,-1.2728245258331299,-0.6545038223266602
48273,0,170,30,61,170,30,39,10,-0.7069726586341858,-0.020322266966104507,-0.7735449075698853,-4.162900447845459,-2.6316030025482178,3.3149619102478027
48275,0,170,30,61,170,30,40,1,-0.7001367211341858,-0.026181641966104507,-0.7794042825698853,1.0432060956954956,0.5592365860939026,0.12412214279174805
48276,0,170,30,61,170,30,40,3,-0.7050195336341858,-0.017392579466104507,-0.7588964700698853,-0.3308396339416504,1.0325191020965576,1.6508396863937378
48277,0,170,30,61,170,30,40,0,-0.7120996117591858,-0.008847657591104507,-0.7696386575698853,0.4019847512245178,0.08595418930053711,-0.16595420241355896
48278,0,170,30,60,170,30,41,0,-0.7079492211341858,-0.0061621107161045074,-0.7733007669448853,0.3867175579071045,-0.09725192189216614,-0.5018320083618164
48279,0,170,30,59,170,30,41,4,-0.6996484398841858,-0.0034765638411045074,-0.7889257669448853,-2.2239694595336914,-1.5476336479187012,0.8416793942451477
48280,0,170,30,60,170,30,41,1,-0.7099023461341858,-0.0064062513411045074,-0.7696386575698853,0.6462595462799072,0.040152668952941895,1.162290096282959
48281,0,170,30,61,170,30,41,6,-0.7077050805091858,-0.020078126341104507,-0.7715917825698853,-2.2087020874023438,-2.5705342292785645,1.3302290439605713
48282,0,170,30,63,170,30,41,1,-0.7057519555091858,-0.0039648450911045074,-0.7816015481948853,-0.6056488752365112,-0.5247328281402588,0.7500763535499573
48283,0,170,30,65,170,30,41,4,-0.7108789086341858,0.011660154908895493,-0.7713476419448853,-2.1476335525512695,-2.5399999618530273,0.3073282539844513
48284,0,170,30,66,170,30,41,2,-0.6996484398841858,-0.019833985716104507,-0.7833105325698853,-1.3384732007980347,-0.14305344223976135,0.7653435468673706
48285,0,170,30,67,170,30,41,0,-0.7201562523841858,0.017031248658895493,-0.7584081888198853,0.23404580354690552,-0.00564885139465332,-0.16595420241355896
