timestamp,tipPressure,tipUpperRange,tipLowerRange,fingerPressure,fingerUpperRange,fingerLowerRange,angle,writtingSpeed,accX,accY,accZ,gyroX,gyroY,gyroZ
2187,0,170,30,0,170,30,32,14,-0.557080090045929,-0.32497069239616394,-0.8430469036102295,-9.415495872497559,-0.6277863383293152,4.43221378326416
2188,0,170,30,0,170,30,32,17,-0.548535168170929,-0.31569334864616394,-0.8669726848602295,-12.07198429107666,-0.2155725359916687,5.439847469329834
2189,0,170,30,0,170,30,32,15,-0.573193371295929,-0.29347655177116394,-0.8518359661102295,-10.65213680267334,-0.5667175650596619,4.233740329742432
2190,0,170,30,0,170,30,32,13,-0.574169933795929,-0.27736327052116394,-0.8594043254852295,-7.904045104980469,0.37984728813171387,5.394045829772949
2191,0,170,30,0,170,30,32,7,-0.580517590045929,-0.26247069239616394,-0.8537890911102295,-4.529999732971191,-0.3377099633216858,2.294809103012085
2192,0,170,30,0,170,30,32,3,-0.573925793170929,-0.25124022364616394,-0.8735644817352295,-0.942213773727417,-0.35297709703445435,1.8520610332489014
2193,0,170,30,0,170,30,31,12,-0.599316418170929,-0.25709959864616394,-0.8242480754852295,-4.362061500549316,-5.727022647857666,2.8444273471832275
2194,0,170,30,0,170,30,32,8,-0.583447277545929,-0.24269531667232513,-0.8511035442352295,3.6226718425750732,2.440916061401367,-2.2242748737335205
2195,0,170,30,0,170,30,32,2,-0.580273449420929,-0.27492186427116394,-0.8699023723602295,-0.3009922504425049,-2.475114583969116,0.21847328543663025
2198,0,170,30,0,170,30,32,5,-0.590039074420929,-0.24318359792232513,-0.8396289348602295,-1.3086259365081787,-1.0247328281402588,2.8444273471832275
2199,0,170,30,0,170,30,32,5,-0.602246105670929,-0.24171875417232513,-0.8550097942352295,-0.48419833183288574,-1.482748031616211,3.9589312076568604
2200,0,170,30,0,170,30,33,8,-0.600048840045929,-0.24367187917232513,-0.8562304973602295,5.149389266967773,-1.4522137641906738,2.3100762367248535
2201,0,170,30,0,170,30,33,5,-0.606884777545929,-0.23390625417232513,-0.8425586223602295,-0.7742745876312256,0.5630533695220947,4.172671794891357
2202,0,170,30,0,170,30,33,7,-0.604443371295929,-0.22047851979732513,-0.8425586223602295,-3.797175645828247,2.1050381660461426,2.004732847213745
2203,0,170,30,0,170,30,34,6,-0.566601574420929,-0.27492186427116394,-0.8650195598602295,-2.91167950630188,3.097404718399048,0.26427480578422546
2204,0,170,30,0,170,30,34,31,-0.608837902545929,-0.16115234792232513,-0.8603808879852295,-22.881145477294922,2.547786235809326,6.554351329803467
