timestamp,tipPressure,tipUpperRange,tipLowerRange,fingerPressure,fingerUpperRange,fingerLowerRange,angle,writtingSpeed,accX,accY,accZ,gyroX,gyroY,gyroZ
19717,0,170,30,11,170,30,43,4,-0.7350488305091858,-0.1997656226158142,-0.7098242044448853,-0.48351144790649414,2.696641206741333,-1.1277862787246704
19718,0,170,30,11,170,30,43,2,-0.7262597680091858,-0.2192968726158142,-0.7027441263198853,0.9668702483177185,-0.6926717758178711,0.4752671718597412
19719,2,170,30,12,170,30,43,4,-0.7216210961341858,-0.2288183569908142,-0.7051855325698853,2.6462595462799072,-0.34152674674987793,1.3302290439605713
19720,6,170,30,13,170,30,43,5,-0.7245507836341858,-0.2012304663658142,-0.7159277200698853,-2.6514501571655273,1.444732904434204,1.666106939315796
19721,6,170,30,13,170,30,44,1,-0.7262597680091858,-0.2161230444908142,-0.6944433450698853,0.3409160375595093,0.4523664116859436,0.24625955522060394
19722,9,170,30,13,170,30,44,10,-0.7365136742591858,-0.2302832007408142,-0.6863867044448853,4.386717796325684,1.2157251834869385,4.78061056137085
19723,19,170,30,15,170,30,44,2,-0.7328515648841858,-0.1929296851158142,-0.6968847513198853,-1.0331298112869263,-0.17358779907226562,-0.8529770374298096
19724,26,170,30,15,170,30,44,3,-0.7318750023841858,-0.1709570288658142,-0.7049413919448853,-2.834656238555908,-0.00564885139465332,0.4447328448295593
19725,26,170,30,15,170,30,44,0,-0.7416406273841858,-0.2063574194908142,-0.6905370950698853,0.23404580354690552,0.040152668952941895,-0.5018320083618164
19726,26,170,30,15,170,30,44,2,-0.7352929711341858,-0.2151464819908142,-0.6956640481948853,-0.6209160089492798,0.5897709727287292,0.7958778738975525
19727,28,170,30,16,170,30,44,7,-0.7313867211341858,-0.1895117163658142,-0.6868749856948853,-3.659083843231201,0.4065648913383484,3.452366352081299
19728,28,170,30,15,170,30,44,4,-0.7399316430091858,-0.1917089819908142,-0.6924902200698853,-4.101831912994385,-0.11251911520957947,0.0019847452640533447
19729,22,170,30,13,170,30,45,7,-0.7321191430091858,-0.1592382788658142,-0.7274023294448853,-4.178167819976807,1.2615265846252441,1.6813740730285645
19730,15,170,30,12,170,30,45,3,-0.7316308617591858,-0.1760839819908142,-0.7178808450698853,2.23404598236084,-0.4789313077926636,0.9180152416229248
19731,13,170,30,12,170,30,44,2,-0.7279687523841858,-0.1836523413658142,-0.7164160013198853,-2.3308396339416504,0.20809155702590942,0.3531297743320465
19733,9,170,30,11,170,30,45,1,-0.7306542992591858,-0.1814550757408142,-0.7210546731948853,-0.4224426746368408,0.5592365860939026,-0.9598473310470581
19734,10,170,30,11,170,30,45,1,-0.7252832055091858,-0.1880468726158142,-0.7244726419448853,1.2416794300079346,-0.6468702554702759,-0.028549611568450928
19735,13,170,30,12,170,30,44,6,-0.7218652367591858,-0.1738867163658142,-0.7095800638198853,2.5241222381591797,-1.8835115432739258,-2.517099142074585
19736,21,170,30,14,170,30,44,26,-0.7186914086341858,-0.2185644507408142,-0.6746679544448853,9.516488075256348,-5.150687217712402,-11.692671775817871
19738,29,170,30,15,170,30,43,51,-0.6649804711341858,-0.2041601538658142,-0.6163183450698853,23.241680145263672,-12.509465217590332,-15.402595520019531
19739,37,170,30,14,170,30,43,8,-0.7406640648841858,-0.2600683569908142,-0.6724706888198853,-6.132366180419922,-0.5858015418052673,1.9409160614013672
19740,43,170,30,14,170,30,43,9,-0.7355371117591858,-0.2893652319908142,-0.6119238138198853,2.1424427032470703,-3.4254961013793945,-4.349160194396973
19741,43,170,30,14,170,30,43,26,-0.7611718773841858,-0.4461035132408142,-0.5606542825698853,6.982137680053711,-10.204122543334961,-9.646870613098145
19742,43,170,30,13,170,30,43,54,-0.7465234398841858,-0.3833593726158142,-0.6168066263198853,28.234046936035156,-15.623969078063965,-10.56290054321289
19743,42,170,30,13,170,30,43,19,-0.7697167992591858,-0.2232031226158142,-0.7444921731948853,-0.5293129682540894,-8.112519264221191,-11.020915985107422
19744,43,170,30,13,170,30,43,25,-0.7455468773841858,-0.2566503882408142,-0.5931249856948853,-18.407175064086914,-0.00564885139465332,-7.188854694366455
19745,12,170,30,9,170,30,52,561,-0.4384179711341858,-0.7808203101158142,-0.43858397006988525,236.0203094482422,89.76534271240234,-235.64686584472656
