timestamp,tipPressure,tipUpperRange,tipLowerRange,fingerPressure,fingerUpperRange,fingerLowerRange,angle,writtingSpeed,accX,accY,accZ,gyroX,gyroY,gyroZ
54787,0,170,30,43,170,30,29,139,-0.616894543170929,-0.5134472846984863,-1.1052539348602295,35.77534484863281,68.8836669921875,-35.323509216308594
54788,0,170,30,43,170,30,31,114,-0.20429687201976776,-0.5246777534484863,-1.1089160442352295,-51.09488296508789,7.173740386962891,56.32534408569336
54789,0,170,30,52,170,30,25,71,0.06547851860523224,-0.21315430104732513,-0.9106738567352295,-18.453664779663086,-49.452213287353516,-3.2166411876678467
54790,0,170,30,66,170,30,15,150,-0.26337891817092896,0.24607421457767487,-0.8364551067352295,-44.62160110473633,-59.101070404052734,46.58488464355469
54791,0,170,30,82,170,30,11,110,-0.535595715045929,0.13206054270267487,-0.8164355754852295,41.54633712768555,-49.29954147338867,-19.979999542236328
54792,0,170,30,85,170,30,11,108,-0.748242199420929,-0.23585937917232513,-0.4324023425579071,28.55396842956543,-43.162139892578125,36.493282318115234
54793,0,170,30,87,170,30,15,100,-0.807568371295929,-0.032246094197034836,-0.7283008098602295,71.85167694091797,-6.15450382232666,-22.209007263183594
54794,0,170,30,87,170,30,21,92,-0.774609386920929,-0.5332226753234863,-0.7805469036102295,55.72954177856445,15.448549270629883,-21.59832000732422
54795,0,170,30,79,170,30,25,11,-0.657910168170929,-0.18703125417232513,-0.7075488567352295,-3.1712214946746826,4.761526584625244,3.5925190448760986
54796,0,170,30,87,170,30,27,131,-0.741162121295929,2.0199389457702637,0.3327343761920929,8.157022476196289,111.44854736328125,-11.781526565551758
54797,0,170,30,105,170,30,27,21,-0.48164063692092896,-0.6740918159484863,-0.7295215129852295,9.393664360046387,-3.1774044036865234,-8.987632751464844
54798,0,170,30,131,170,30,28,28,-0.736523449420929,-0.18629883229732513,-0.7126758098602295,21.1951904296875,-7.253740310668945,0.325343519449234
54800,0,170,30,161,170,30,32,10,-0.649121105670929,-0.37868162989616394,-0.7151172161102295,-9.339159965515137,-0.7499236464500427,-0.5906870365142822
54801,0,170,30,170,170,30,33,25,-0.700146496295929,-0.35133787989616394,-0.7077929973602295,-7.919312477111816,-14.581984519958496,2.6306869983673096
54802,27,170,30,196,170,30,33,60,-0.729687511920929,-0.13747070729732513,-0.7358691692352295,8.187557220458984,-18.68885612487793,-33.17083740234375
54803,108,170,30,260,170,30,33,78,-0.794140636920929,-0.27589842677116394,-0.8366992473602295,-28.331527709960938,-17.711755752563477,-32.163204193115234
54804,124,170,30,317,170,30,35,82,-0.886425793170929,-0.40114256739616394,-0.5183398723602295,25.424198150634766,20.578319549560547,36.111602783203125
54805,37,170,30,273,170,30,40,34,-0.46430665254592896,-0.7273144721984863,-0.7527148723602295,-3.720839738845825,-5.604885578155518,24.70702362060547
54806,11,170,30,247,170,30,39,16,-0.688183605670929,-0.28273436427116394,-0.7566211223602295,13.637939453125,-1.085801601409912,2.2337403297424316
54807,1,170,30,230,170,30,39,12,-0.712353527545929,-0.21974609792232513,-0.7507617473602295,5.592137336730957,-2.047633647918701,-4.376946449279785
54808,0,170,30,224,170,30,39,24,-0.753369152545929,-0.24025391042232513,-0.6970508098602295,-16.881145477294922,-5.635419845581055,2.0963358879089355
54809,0,170,30,224,170,30,39,50,-0.713818371295929,-0.27467772364616394,-0.7058398723602295,-20.66740608215332,-16.719390869140625,13.119236946105957
