timestamp,tipPressure,tipUpperRange,tipLowerRange,fingerPressure,fingerUpperRange,fingerLowerRange,angle,writtingSpeed,accX,accY,accZ,gyroX,gyroY,gyroZ
19659,0,170,30,0,170,30,33,6,-0.643505871295929,0.29954102635383606,-0.8125293254852295,3.9738168716430664,-0.9483969807624817,2.0352671146392822
19660,0,170,30,0,170,30,33,8,-0.628613293170929,0.28489258885383606,-0.8435351848602295,1.2104580402374268,1.46381676197052,5.363511562347412
19661,0,170,30,0,170,30,34,5,-0.591748058795929,0.26291993260383606,-0.8603808879852295,1.1951909065246582,1.341679334640503,2.8749618530273438
19662,0,170,30,0,170,30,34,4,-0.567822277545929,0.27781251072883606,-0.8269336223602295,2.2944273948669434,-0.2155725359916687,-1.888396978378296
19663,0,170,30,0,170,30,33,14,-0.617871105670929,0.24705077707767487,-0.8598926067352295,3.3936641216278076,-4.7499237060546875,-6.117404460906982
19664,0,170,30,0,170,30,34,3,-0.635693371295929,0.26218751072883606,-0.8313281536102295,-1.0032823085784912,0.1508396863937378,-2.5754199028015137
19665,0,170,30,0,170,30,34,4,-0.629589855670929,0.26340821385383606,-0.8332812786102295,2.2486259937286377,1.2042747735977173,0.8902289867401123
19666,0,170,30,0,170,30,34,15,-0.624951183795929,0.26243165135383606,-0.8066699504852295,-1.4918320178985596,3.799694776535034,10.355877876281738
19667,0,170,30,0,170,30,35,7,-0.603955090045929,0.28025391697883606,-0.8508594036102295,-2.8964121341705322,0.30351144075393677,4.676488399505615
19668,0,170,30,0,170,30,34,4,-0.606396496295929,0.28855469822883606,-0.8369433879852295,1.4700000286102295,-0.383511483669281,-2.926564931869507
19669,0,170,30,0,170,30,34,4,-0.604687511920929,0.26511719822883606,-0.8415820598602295,2.553969383239746,-1.1774046421051025,-0.7433587908744812
19670,0,170,30,0,170,30,34,5,-0.631787121295929,0.26243165135383606,-0.8303515911102295,-1.6445038318634033,-1.7728242874145508,1.9436640739440918
19671,0,170,30,0,170,30,34,4,-0.620068371295929,0.28831055760383606,-0.8347461223602295,-1.2017557621002197,-0.4445801377296448,2.7833588123321533
19672,0,170,30,0,170,30,34,3,-0.614697277545929,0.26194337010383606,-0.8298633098602295,-0.8506104946136475,0.16610682010650635,2.539083957672119
19673,0,170,30,0,170,30,34,11,-0.608837902545929,0.28562501072883606,-0.8442676067352295,7.347862720489502,1.158473253250122,-3.3693130016326904
19674,0,170,30,0,170,30,34,9,-0.606396496295929,0.27610352635383606,-0.8325488567352295,1.6684733629226685,-4.062900543212891,-3.8273282051086426
19675,0,170,30,0,170,30,34,4,-0.648632824420929,0.26560547947883606,-0.8352344036102295,1.7753435373306274,-2.414045810699463,-0.6670229434967041
19676,0,170,30,0,170,30,35,6,-0.626171886920929,0.26194337010383606,-0.8191211223602295,-0.026183128356933594,2.2119083404541016,4.264274597167969
19677,0,170,30,0,170,30,35,7,-0.603222668170929,0.28660157322883606,-0.8376758098602295,-2.0261833667755127,1.9981679916381836,3.5619847774505615
19678,0,170,30,0,170,30,35,7,-0.625683605670929,0.21189452707767487,-0.8454883098602295,-2.7132060527801514,-2.200305223464966,2.6612212657928467
19679,0,170,30,0,170,30,35,2,-0.618359386920929,0.25168946385383606,-0.8418262004852295,-0.835343599319458,0.8073282241821289,0.9054961800575256
19680,0,170,30,0,170,30,35,17,-0.610791027545929,0.28196290135383606,-0.8342578411102295,-7.0643510818481445,-4.001832008361816,6.768091678619385
19681,0,170,30,0,170,30,35,11,-0.594921886920929,0.26902344822883606,-0.8320605754852295,-6.133052825927734,-3.406412124633789,2.218473196029663
19682,0,170,30,0,170,30,34,10,-0.601269543170929,0.26072266697883606,-0.8410937786102295,0.9814503192901611,-3.803358554840088,-5.216641426086426
19683,0,170,30,0,170,30,34,18,-0.604931652545929,0.26951172947883606,-0.8179004192352295,5.760076522827148,-4.200305461883545,-8.682290077209473
19684,0,170,30,0,170,30,33,27,-0.655224621295929,0.24607421457767487,-0.7888476848602295,1.3325953483581543,-12.978931427001953,-13.262442588806152
19685,0,170,30,0,170,30,36,149,-0.505322277545929,0.25681641697883606,-0.8474414348602295,42.233360290527344,47.41801452636719,-59.827327728271484
19686,0,170,30,0,170,30,31,82,-0.748242199420929,0.29001954197883606,-0.7317187786102295,-3.5070993900299072,-77.26900482177734,1.3177099227905273
